               Entry              Nevents                           Time                    Temperature                         Energy                 CO*                   O*                   CO                  CO2
                 226               241391         1.1250000000000000E+02         3.2000000000000000E+02        -1.2906566499999642E+03                 484                  418                 -642                  158
                 227               242575         1.1300000000000000E+02         3.2000000000000000E+02        -1.2883751999999595E+03                 483                  416                 -643                  160
                 228               243676         1.1350000000000000E+02         3.2000000000000000E+02        -1.2858259499999626E+03                 482                  414                 -644                  162
                 229               244752         1.1400000000000000E+02         3.2000000000000000E+02        -1.2886710999999593E+03                 484                  414                 -646                  162
                 230               245908         1.1450000000000000E+02         3.2000000000000000E+02        -1.2883013999999564E+03                 485                  412                 -649                  164
                 231               247089         1.1500000000000000E+02         3.2000000000000000E+02        -1.2869507499999595E+03                 484                  411                 -649                  165
                 232               248218         1.1550000000000000E+02         3.2000000000000000E+02        -1.2836243999999515E+03                 483                  407                 -652                  169
                 233               249372         1.1600000000000000E+02         3.2000000000000000E+02        -1.2865634999999522E+03                 486                  406                 -656                  170
                 234               250500         1.1650000000000000E+02         3.2000000000000000E+02        -1.2861427999999537E+03                 486                  405                 -657                  171
                 235               251612         1.1700000000000000E+02         3.2000000000000000E+02        -1.2865534499999521E+03                 486                  404                 -658                  172
                 236               252777         1.1750000000000000E+02         3.2000000000000000E+02        -1.2890957499999572E+03                 488                  404                 -660                  172
                 237               254022         1.1800000000000000E+02         3.2000000000000000E+02        -1.2885615499999549E+03                 489                  401                 -664                  175
                 238               255203         1.1850000000000000E+02         3.2000000000000000E+02        -1.2949644999999566E+03                 494                  401                 -669                  175
                 239               256348         1.1900000000000000E+02         3.2000000000000000E+02        -1.2931404999999511E+03                 493                  401                 -668                  175
                 240               257493         1.1950000000000000E+02         3.2000000000000000E+02        -1.2937857499999523E+03                 493                  400                 -669                  176
                 241               258691         1.2000000000000000E+02         3.2000000000000000E+02        -1.2992321999999540E+03                 497                  400                 -673                  176
                 242               259790         1.2050000000000000E+02         3.2000000000000000E+02        -1.2969392499999522E+03                 496                  399                 -673                  177
                 243               260900         1.2100000000000000E+02         3.2000000000000000E+02        -1.2988471999999504E+03                 497                  399                 -674                  177
                 244               262103         1.2150000000000000E+02         3.2000000000000000E+02        -1.3021132499999510E+03                 500                  399                 -677                  177
                 245               263234         1.2200000000000000E+02         3.2000000000000000E+02        -1.3006532999999515E+03                 500                  397                 -679                  179
                 246               264328         1.2250000000000000E+02         3.2000000000000000E+02        -1.3033516499999548E+03                 502                  397                 -681                  179
                 247               265503         1.2300000000000000E+02         3.2000000000000000E+02        -1.3049395499999530E+03                 503                  396                 -683                  180
                 248               266632         1.2350000000000000E+02         3.2000000000000000E+02        -1.3083523499999453E+03                 506                  396                 -686                  180
                 249               267858         1.2400000000000000E+02         3.2000000000000000E+02        -1.3163663999999530E+03                 512                  395                 -693                  181
                 250               269090         1.2450000000000000E+02         3.2000000000000000E+02        -1.3148640999999500E+03                 512                  393                 -695                  183
                 251               270294         1.2500000000000000E+02         3.2000000000000000E+02        -1.3158530499999492E+03                 515                  389                 -702                  187
                 252               271480         1.2550000000000000E+02         3.2000000000000000E+02        -1.3173052499999505E+03                 516                  388                 -704                  188
                 253               272708         1.2600000000000000E+02         3.2000000000000000E+02        -1.3172469999999471E+03                 516                  386                 -706                  190
                 254               273877         1.2650000000000000E+02         3.2000000000000000E+02        -1.3210780999999472E+03                 520                  385                 -711                  191
                 255               275113         1.2700000000000000E+02         3.2000000000000000E+02        -1.3155427499999478E+03                 517                  382                 -711                  194
                 256               276229         1.2750000000000000E+02         3.2000000000000000E+02        -1.3201140999999436E+03                 520                  382                 -714                  194
                 257               277337         1.2800000000000000E+02         3.2000000000000000E+02        -1.3221514499999455E+03                 521                  382                 -715                  194
                 258               278481         1.2850000000000000E+02         3.2000000000000000E+02        -1.3233120499999443E+03                 524                  379                 -721                  197
                 259               279692         1.2900000000000000E+02         3.2000000000000000E+02        -1.3334762999999423E+03                 533                  378                 -731                  198
                 260               280850         1.2950000000000000E+02         3.2000000000000000E+02        -1.3309931999999440E+03                 532                  376                 -732                  200
                 261               282025         1.3000000000000000E+02         3.2000000000000000E+02        -1.3336411999999420E+03                 535                  374                 -737                  202
                 262               283278         1.3050000000000000E+02         3.2000000000000000E+02        -1.3427535999999438E+03                 542                  373                 -745                  203
                 263               284541         1.3100000000000000E+02         3.2000000000000000E+02        -1.3482057999999417E+03                 546                  371                 -751                  205
                 264               285775         1.3150000000000000E+02         3.2000000000000000E+02        -1.3512639499999425E+03                 549                  370                 -755                  206
                 265               286951         1.3200000000000000E+02         3.2000000000000000E+02        -1.3475700499999371E+03                 547                  368                 -755                  208
                 266               288164         1.3250000000000000E+02         3.2000000000000000E+02        -1.3532723499999379E+03                 552                  367                 -761                  209
                 267               289420         1.3300000000000000E+02         3.2000000000000000E+02        -1.3544953999999409E+03                 554                  365                 -765                  211
                 268               290670         1.3350000000000000E+02         3.2000000000000000E+02        -1.3482123499999407E+03                 551                  362                 -765                  214
                 269               291997         1.3400000000000000E+02         3.2000000000000000E+02        -1.3517792499999377E+03                 554                  361                 -769                  215
                 270               293218         1.3450000000000000E+02         3.2000000000000000E+02        -1.3515765999999358E+03                 555                  360                 -771                  216
                 271               294533         1.3500000000000000E+02         3.2000000000000000E+02        -1.3627995999999350E+03                 564                  359                 -781                  217
                 272               295955         1.3550000000000000E+02         3.2000000000000000E+02        -1.3640330999999348E+03                 565                  357                 -784                  219
                 273               297258         1.3600000000000000E+02         3.2000000000000000E+02        -1.3690010999999363E+03                 569                  356                 -789                  220
                 274               298722         1.3650000000000000E+02         3.2000000000000000E+02        -1.3721244999999367E+03                 573                  353                 -796                  223
                 275               300067         1.3700000000000000E+02         3.2000000000000000E+02        -1.3759177499999357E+03                 577                  351                 -802                  225
                 276               301407         1.3750000000000000E+02         3.2000000000000000E+02        -1.3779934499999358E+03                 579                  349                 -806                  227
                 277               302776         1.3800000000000000E+02         3.2000000000000000E+02        -1.3783582499999352E+03                 581                  347                 -810                  229
                 278               304133         1.3850000000000000E+02         3.2000000000000000E+02        -1.3753294999999302E+03                 580                  344                 -812                  232
                 279               305489         1.3900000000000000E+02         3.2000000000000000E+02        -1.3762214999999367E+03                 581                  342                 -815                  234
                 280               306817         1.3950000000000000E+02         3.2000000000000000E+02        -1.3741787999999360E+03                 580                  340                 -816                  236
                 281               307923         1.4000000000000000E+02         3.2000000000000000E+02        -1.3684119499999294E+03                 578                  336                 -818                  240
                 282               309173         1.4050000000000000E+02         3.2000000000000000E+02        -1.3673215499999249E+03                 577                  334                 -819                  242
                 283               310450         1.4100000000000000E+02         3.2000000000000000E+02        -1.3629639999999260E+03                 575                  332                 -819                  244
                 284               311683         1.4150000000000000E+02         3.2000000000000000E+02        -1.3638197999999300E+03                 577                  330                 -823                  246
                 285               313016         1.4200000000000000E+02         3.2000000000000000E+02        -1.3646516999999224E+03                 578                  329                 -825                  247
                 286               314267         1.4250000000000000E+02         3.2000000000000000E+02        -1.3671637999999259E+03                 580                  329                 -827                  247
                 287               315596         1.4300000000000000E+02         3.2000000000000000E+02        -1.3709346999999268E+03                 584                  328                 -832                  248
                 288               316887         1.4350000000000000E+02         3.2000000000000000E+02        -1.3747858499999315E+03                 586                  327                 -835                  249
                 289               318156         1.4400000000000000E+02         3.2000000000000000E+02        -1.3773315999999290E+03                 589                  326                 -839                  250
                 290               319478         1.4450000000000000E+02         3.2000000000000000E+02        -1.3824217999999296E+03                 593                  324                 -845                  252
                 291               320770         1.4500000000000000E+02         3.2000000000000000E+02        -1.3833936999999241E+03                 595                  321                 -850                  255
                 292               322187         1.4550000000000000E+02         3.2000000000000000E+02        -1.3825397999999195E+03                 595                  319                 -852                  257
                 293               323430         1.4600000000000000E+02         3.2000000000000000E+02        -1.3833061999999204E+03                 595                  319                 -852                  257
                 294               324836         1.4650000000000000E+02         3.2000000000000000E+02        -1.3832070999999271E+03                 597                  317                 -856                  259
                 295               326128         1.4700000000000000E+02         3.2000000000000000E+02        -1.3881916999999255E+03                 600                  317                 -859                  259
                 296               327420         1.4750000000000000E+02         3.2000000000000000E+02        -1.3855973499999241E+03                 598                  316                 -858                  260
                 297               328707         1.4800000000000000E+02         3.2000000000000000E+02        -1.3856816499999175E+03                 599                  315                 -860                  261
                 298               330010         1.4850000000000000E+02         3.2000000000000000E+02        -1.3790042999999198E+03                 596                  309                 -863                  267
                 299               331259         1.4900000000000000E+02         3.2000000000000000E+02        -1.3845726499999134E+03                 602                  307                 -871                  269
                 300               332619         1.4950000000000000E+02         3.2000000000000000E+02        -1.3877500999999172E+03                 603                  306                 -873                  270
                 301               333962         1.5000000000000000E+02         3.2000000000000000E+02        -1.3912593499999157E+03                 606                  306                 -876                  270
                 302               335284         1.5050000000000000E+02         3.2000000000000000E+02        -1.3930468499999172E+03                 608                  305                 -879                  271
                 303               336545         1.5100000000000000E+02         3.2000000000000000E+02        -1.3923102999999173E+03                 608                  303                 -881                  273
                 304               337900         1.5150000000000000E+02         3.2000000000000000E+02        -1.3958426499999159E+03                 612                  302                 -886                  274
                 305               339323         1.5200000000000000E+02         3.2000000000000000E+02        -1.4039519999999156E+03                 619                  301                 -894                  275
                 306               340771         1.5250000000000000E+02         3.2000000000000000E+02        -1.4018431499999190E+03                 619                  298                 -897                  278
                 307               342138         1.5300000000000000E+02         3.2000000000000000E+02        -1.4006716999999135E+03                 619                  296                 -899                  280
                 308               343510         1.5350000000000000E+02         3.2000000000000000E+02        -1.4027961999999152E+03                 621                  295                 -902                  281
                 309               344789         1.5400000000000000E+02         3.2000000000000000E+02        -1.4054351499999138E+03                 622                  294                 -904                  282
                 310               346094         1.5450000000000000E+02         3.2000000000000000E+02        -1.4084640499999139E+03                 625                  293                 -908                  283
                 311               347391         1.5500000000000000E+02         3.2000000000000000E+02        -1.4048829999999134E+03                 624                  292                 -908                  284
                 312               348761         1.5550000000000000E+02         3.2000000000000000E+02        -1.4088565999999103E+03                 626                  292                 -910                  284
                 313               350156         1.5600000000000000E+02         3.2000000000000000E+02        -1.4110950499999092E+03                 628                  291                 -913                  285
                 314               351548         1.5650000000000000E+02         3.2000000000000000E+02        -1.4110469499999099E+03                 628                  290                 -914                  286
                 315               352913         1.5700000000000000E+02         3.2000000000000000E+02        -1.4120914999999113E+03                 630                  289                 -917                  287
                 316               354147         1.5750000000000000E+02         3.2000000000000000E+02        -1.4052665999999135E+03                 627                  285                 -918                  291
                 317               355521         1.5800000000000000E+02         3.2000000000000000E+02        -1.4093795499999119E+03                 631                  283                 -924                  293
                 318               356821         1.5850000000000000E+02         3.2000000000000000E+02        -1.4157037999999086E+03                 635                  283                 -928                  293
                 319               358188         1.5900000000000000E+02         3.2000000000000000E+02        -1.4182421999999056E+03                 638                  281                 -933                  295
                 320               359546         1.5950000000000000E+02         3.2000000000000000E+02        -1.4240684499999068E+03                 643                  279                 -940                  297
                 321               360865         1.6000000000000000E+02         3.2000000000000000E+02        -1.4185561499999060E+03                 641                  274                 -943                  302
                 322               362129         1.6050000000000000E+02         3.2000000000000000E+02        -1.4117241499999050E+03                 638                  269                 -945                  307
                 323               363460         1.6100000000000000E+02         3.2000000000000000E+02        -1.4146767499999073E+03                 640                  268                 -948                  308
                 324               364685         1.6150000000000000E+02         3.2000000000000000E+02        -1.4187397499999067E+03                 643                  268                 -951                  308
                 325               365994         1.6200000000000000E+02         3.2000000000000000E+02        -1.4205398499999048E+03                 645                  267                 -954                  309
                 326               367374         1.6250000000000000E+02         3.2000000000000000E+02        -1.4208366999999039E+03                 646                  266                 -956                  310
                 327               368765         1.6300000000000000E+02         3.2000000000000000E+02        -1.4233327499999059E+03                 648                  265                 -959                  311
                 328               370105         1.6350000000000000E+02         3.2000000000000000E+02        -1.4256709999999057E+03                 651                  263                 -964                  313
                 329               371466         1.6400000000000000E+02         3.2000000000000000E+02        -1.4250089499999001E+03                 651                  261                 -966                  315
                 330               372789         1.6450000000000000E+02         3.2000000000000000E+02        -1.4283741999999008E+03                 654                  260                 -970                  316
                 331               374115         1.6500000000000000E+02         3.2000000000000000E+02        -1.4279940499998947E+03                 655                  258                 -973                  318
                 332               375438         1.6550000000000000E+02         3.2000000000000000E+02        -1.4313168999998995E+03                 657                  258                 -975                  318
                 333               376833         1.6600000000000000E+02         3.2000000000000000E+02        -1.4304863499998996E+03                 658                  255                 -979                  321
                 334               378157         1.6650000000000000E+02         3.2000000000000000E+02        -1.4307104499998989E+03                 658                  254                 -980                  322
                 335               379475         1.6700000000000000E+02         3.2000000000000000E+02        -1.4346796999998983E+03                 661                  254                 -983                  322
                 336               380834         1.6750000000000000E+02         3.2000000000000000E+02        -1.4353863999999030E+03                 662                  253                 -985                  323
                 337               382149         1.6800000000000000E+02         3.2000000000000000E+02        -1.4338547499998992E+03                 662                  251                 -987                  325
                 338               383437         1.6850000000000000E+02         3.2000000000000000E+02        -1.4399735499998997E+03                 666                  251                 -991                  325
                 339               384792         1.6900000000000000E+02         3.2000000000000000E+02        -1.4419608499998969E+03                 669                  249                 -996                  327
                 340               386151         1.6950000000000000E+02         3.2000000000000000E+02        -1.4394073499998981E+03                 668                  247                 -997                  329
                 341               387576         1.7000000000000000E+02         3.2000000000000000E+02        -1.4370053499998969E+03                 668                  244                -1000                  332
                 342               388847         1.7050000000000000E+02         3.2000000000000000E+02        -1.4375234999998991E+03                 668                  242                -1002                  334
                 343               390178         1.7100000000000000E+02         3.2000000000000000E+02        -1.4375614499998997E+03                 670                  239                -1007                  337
                 344               391635         1.7150000000000000E+02         3.2000000000000000E+02        -1.4385636499998957E+03                 671                  238                -1009                  338
                 345               392966         1.7200000000000000E+02         3.2000000000000000E+02        -1.4428727999998978E+03                 674                  237                -1013                  339
                 346               394232         1.7250000000000000E+02         3.2000000000000000E+02        -1.4473525499998989E+03                 677                  237                -1016                  339
                 347               395629         1.7300000000000000E+02         3.2000000000000000E+02        -1.4453179499998962E+03                 676                  236                -1016                  340
                 348               397010         1.7350000000000000E+02         3.2000000000000000E+02        -1.4490643499998935E+03                 681                  235                -1022                  341
                 349               398418         1.7400000000000000E+02         3.2000000000000000E+02        -1.4486794499998934E+03                 681                  233                -1024                  343
                 350               399799         1.7450000000000000E+02         3.2000000000000000E+02        -1.4566912499998898E+03                 687                  233                -1030                  343
                 351               401129         1.7500000000000000E+02         3.2000000000000000E+02        -1.4589331499998875E+03                 689                  232                -1033                  344
                 352               402532         1.7550000000000000E+02         3.2000000000000000E+02        -1.4609101999998877E+03                 691                  231                -1036                  345
                 353               403992         1.7600000000000000E+02         3.2000000000000000E+02        -1.4662101499998919E+03                 696                  229                -1043                  347
                 354               405386         1.7650000000000000E+02         3.2000000000000000E+02        -1.4555545999998828E+03                 691                  224                -1043                  352
                 355               406695         1.7700000000000000E+02         3.2000000000000000E+02        -1.4541391999998878E+03                 689                  222                -1043                  354
                 356               408005         1.7750000000000000E+02         3.2000000000000000E+02        -1.4481053499998848E+03                 686                  218                -1044                  358
                 357               409351         1.7800000000000000E+02         3.2000000000000000E+02        -1.4477090999998861E+03                 687                  216                -1047                  360
                 358               410650         1.7850000000000000E+02         3.2000000000000000E+02        -1.4456801499998835E+03                 686                  213                -1049                  363
                 359               411869         1.7900000000000000E+02         3.2000000000000000E+02        -1.4472762999998802E+03                 688                  211                -1053                  365
                 360               413195         1.7950000000000000E+02         3.2000000000000000E+02        -1.4486254499998813E+03                 690                  210                -1056                  366
                 361               414492         1.8000000000000000E+02         3.2000000000000000E+02        -1.4498460999998779E+03                 692                  208                -1060                  368
                 362               415857         1.8050000000000000E+02         3.2000000000000000E+02        -1.4531046999998835E+03                 695                  207                -1064                  369
                 363               417188         1.8100000000000000E+02         3.2000000000000000E+02        -1.4541990499998797E+03                 696                  205                -1067                  371
                 364               418528         1.8150000000000000E+02         3.2000000000000000E+02        -1.4571602999998834E+03                 700                  202                -1074                  374
                 365               419856         1.8200000000000000E+02         3.2000000000000000E+02        -1.4606894999998790E+03                 703                  201                -1078                  375
                 366               421235         1.8250000000000000E+02         3.2000000000000000E+02        -1.4640017999998827E+03                 706                  200                -1082                  376
                 367               422490         1.8300000000000000E+02         3.2000000000000000E+02        -1.4672991499998816E+03                 708                  200                -1084                  376
                 368               423798         1.8350000000000000E+02         3.2000000000000000E+02        -1.4690268499998808E+03                 710                  198                -1088                  378
                 369               425033         1.8400000000000000E+02         3.2000000000000000E+02        -1.4695261499998774E+03                 711                  197                -1090                  379
                 370               426454         1.8450000000000000E+02         3.2000000000000000E+02        -1.4718055999998774E+03                 713                  196                -1093                  380
                 371               427877         1.8500000000000000E+02         3.2000000000000000E+02        -1.4704404999998817E+03                 714                  193                -1097                  383
                 372               429219         1.8550000000000000E+02         3.2000000000000000E+02        -1.4650853499998805E+03                 711                  189                -1098                  387
                 373               430460         1.8600000000000000E+02         3.2000000000000000E+02        -1.4693331999998848E+03                 715                  189                -1102                  387
                 374               431663         1.8650000000000000E+02         3.2000000000000000E+02        -1.4645600999998762E+03                 712                  186                -1102                  390
                 375               432914         1.8700000000000000E+02         3.2000000000000000E+02        -1.4646986499998786E+03                 712                  186                -1102                  390
                 376               434148         1.8750000000000000E+02         3.2000000000000000E+02        -1.4658046499998732E+03                 712                  185                -1103                  391
                 377               435393         1.8800000000000000E+02         3.2000000000000000E+02        -1.4644030999998758E+03                 712                  183                -1105                  393
                 378               436643         1.8850000000000000E+02         3.2000000000000000E+02        -1.4623498999998744E+03                 712                  182                -1106                  394
                 379               437926         1.8900000000000000E+02         3.2000000000000000E+02        -1.4607841499998701E+03                 712                  179                -1109                  397
                 380               439210         1.8950000000000000E+02         3.2000000000000000E+02        -1.4623580499998714E+03                 713                  178                -1111                  398
                 381               440395         1.9000000000000000E+02         3.2000000000000000E+02        -1.4612911999998678E+03                 713                  177                -1112                  399
                 382               441680         1.9050000000000000E+02         3.2000000000000000E+02        -1.4616242999998681E+03                 713                  177                -1112                  399
                 383               442909         1.9100000000000000E+02         3.2000000000000000E+02        -1.4624733999998757E+03                 717                  171                -1122                  405
                 384               444126         1.9150000000000000E+02         3.2000000000000000E+02        -1.4622415499998704E+03                 717                  169                -1124                  407
                 385               445261         1.9200000000000000E+02         3.2000000000000000E+02        -1.4585125499998717E+03                 716                  166                -1126                  410
                 386               446459         1.9250000000000000E+02         3.2000000000000000E+02        -1.4586192499998681E+03                 717                  164                -1129                  412
                 387               447685         1.9300000000000000E+02         3.2000000000000000E+02        -1.4606239999998711E+03                 718                  164                -1130                  412
                 388               448939         1.9350000000000000E+02         3.2000000000000000E+02        -1.4674425499998729E+03                 723                  164                -1135                  412
                 389               450117         1.9400000000000000E+02         3.2000000000000000E+02        -1.4720678499998753E+03                 727                  163                -1140                  413
                 390               451383         1.9450000000000000E+02         3.2000000000000000E+02        -1.4742293999998701E+03                 729                  162                -1143                  414
                 391               452585         1.9500000000000000E+02         3.2000000000000000E+02        -1.4745201999998669E+03                 730                  160                -1146                  416
                 392               453801         1.9550000000000000E+02         3.2000000000000000E+02        -1.4734358499998682E+03                 730                  157                -1149                  419
                 393               455066         1.9600000000000000E+02         3.2000000000000000E+02        -1.4717350999998687E+03                 731                  154                -1153                  422
                 394               456318         1.9650000000000000E+02         3.2000000000000000E+02        -1.4673724999998699E+03                 728                  151                -1153                  425
                 395               457505         1.9700000000000000E+02         3.2000000000000000E+02        -1.4711550999998681E+03                 732                  151                -1157                  425
                 396               458829         1.9750000000000000E+02         3.2000000000000000E+02        -1.4743849499998660E+03                 734                  150                -1160                  426
                 397               460099         1.9800000000000000E+02         3.2000000000000000E+02        -1.4754556499998664E+03                 735                  149                -1162                  427
                 398               461321         1.9850000000000000E+02         3.2000000000000000E+02        -1.4802884999998637E+03                 739                  148                -1167                  428
                 399               462499         1.9900000000000000E+02         3.2000000000000000E+02        -1.4816262499998625E+03                 741                  148                -1169                  428
                 400               463866         1.9950000000000000E+02         3.2000000000000000E+02        -1.4791169999998654E+03                 739                  145                -1170                  431
                 401               465019         2.0000000000000000E+02         3.2000000000000000E+02        -1.4803088999998595E+03                 742                  142                -1176                  434
                 402               466222         2.0050000000000000E+02         3.2000000000000000E+02        -1.4814376999998647E+03                 743                  140                -1179                  436
                 403               467432         2.0100000000000000E+02         3.2000000000000000E+02        -1.4831631499998598E+03                 745                  139                -1182                  437
                 404               468737         2.0150000000000000E+02         3.2000000000000000E+02        -1.4869977999998632E+03                 748                  139                -1185                  437
                 405               470004         2.0200000000000000E+02         3.2000000000000000E+02        -1.4865902499998629E+03                 748                  138                -1186                  438
                 406               471306         2.0250000000000000E+02         3.2000000000000000E+02        -1.4895544499998573E+03                 751                  137                -1190                  439
                 407               472613         2.0300000000000000E+02         3.2000000000000000E+02        -1.4951158499998564E+03                 756                  136                -1196                  440
                 408               473875         2.0350000000000000E+02         3.2000000000000000E+02        -1.4953265499998597E+03                 756                  135                -1197                  441
                 409               475112         2.0400000000000000E+02         3.2000000000000000E+02        -1.4951761499998599E+03                 757                  133                -1200                  443
                 410               476381         2.0450000000000000E+02         3.2000000000000000E+02        -1.4979688999998591E+03                 759                  132                -1203                  444
                 411               477632         2.0500000000000000E+02         3.2000000000000000E+02        -1.4996429499998544E+03                 761                  131                -1206                  445
                 412               478896         2.0550000000000000E+02         3.2000000000000000E+02        -1.5038357999998548E+03                 765                  131                -1210                  445
                 413               480264         2.0600000000000000E+02         3.2000000000000000E+02        -1.5077849499998551E+03                 767                  131                -1212                  445
                 414               481626         2.0650000000000000E+02         3.2000000000000000E+02        -1.5107504999998559E+03                 770                  131                -1215                  445
                 415               482955         2.0700000000000000E+02         3.2000000000000000E+02        -1.5098606499998502E+03                 770                  130                -1216                  446
                 416               484339         2.0750000000000000E+02         3.2000000000000000E+02        -1.5128957499998571E+03                 773                  129                -1220                  447
                 417               485643         2.0800000000000000E+02         3.2000000000000000E+02        -1.5164180999998571E+03                 775                  129                -1222                  447
                 418               486943         2.0850000000000000E+02         3.2000000000000000E+02        -1.5173292999998584E+03                 777                  127                -1226                  449
                 419               488311         2.0900000000000000E+02         3.2000000000000000E+02        -1.5207842999998518E+03                 780                  126                -1230                  450
                 420               489757         2.0950000000000000E+02         3.2000000000000000E+02        -1.5179557499998546E+03                 780                  123                -1233                  453
                 421               491115         2.1000000000000000E+02         3.2000000000000000E+02        -1.5227175499998541E+03                 784                  121                -1239                  455
                 422               492535         2.1050000000000000E+02         3.2000000000000000E+02        -1.5216067499998517E+03                 784                  119                -1241                  457
                 423               493888         2.1100000000000000E+02         3.2000000000000000E+02        -1.5205076999998555E+03                 784                  116                -1244                  460
                 424               495274         2.1150000000000000E+02         3.2000000000000000E+02        -1.5194492999998542E+03                 783                  116                -1243                  460
                 425               496574         2.1200000000000000E+02         3.2000000000000000E+02        -1.5221264499998535E+03                 786                  115                -1247                  461
                 426               497861         2.1250000000000000E+02         3.2000000000000000E+02        -1.5223485499998510E+03                 786                  114                -1248                  462
                 427               499248         2.1300000000000000E+02         3.2000000000000000E+02        -1.5216778499998529E+03                 786                  114                -1248                  462
                 428               500600         2.1350000000000000E+02         3.2000000000000000E+02        -1.5226549499998534E+03                 787                  112                -1251                  464
                 429               501976         2.1400000000000000E+02         3.2000000000000000E+02        -1.5263388499998491E+03                 792                  110                -1258                  466
                 430               503370         2.1450000000000000E+02         3.2000000000000000E+02        -1.5273480999998519E+03                 793                  106                -1263                  470
                 431               504674         2.1500000000000000E+02         3.2000000000000000E+02        -1.5298267999998529E+03                 796                  103                -1269                  473
                 432               506106         2.1550000000000000E+02         3.2000000000000000E+02        -1.5328730499998476E+03                 799                  102                -1273                  474
