               Entry              Nevents                           Time                    Temperature                         Energy                 CO*                   O*                   CO                  CO2
                 795              1135663         3.9700000000000000E+02         3.2000000000000000E+02        -1.6556215999998208E+03                 941                    0                -1517                  576
                 796              1137454         3.9750000000000000E+02         3.2000000000000000E+02        -1.6580630499998151E+03                 943                    0                -1519                  576
                 797              1139385         3.9800000000000000E+02         3.2000000000000000E+02        -1.6589489499998190E+03                 944                    0                -1520                  576
                 798              1141285         3.9850000000000000E+02         3.2000000000000000E+02        -1.6595522499998153E+03                 944                    0                -1520                  576
                 799              1143101         3.9900000000000000E+02         3.2000000000000000E+02        -1.6615323499998210E+03                 945                    0                -1521                  576
                 800              1144988         3.9950000000000000E+02         3.2000000000000000E+02        -1.6632313999998150E+03                 946                    0                -1522                  576
                 801              1146835         4.0000000000000000E+02         3.2000000000000000E+02        -1.6601166999998218E+03                 943                    0                -1519                  576
                 802              1148697         4.0050000000000000E+02         3.2000000000000000E+02        -1.6600660999998170E+03                 944                    0                -1520                  576
                 803              1150487         4.0100000000000000E+02         3.2000000000000000E+02        -1.6658023499998167E+03                 948                    0                -1524                  576
                 804              1152324         4.0150000000000000E+02         3.2000000000000000E+02        -1.6630659499998192E+03                 946                    0                -1522                  576
                 805              1154200         4.0200000000000000E+02         3.2000000000000000E+02        -1.6610330499998254E+03                 945                    0                -1521                  576
                 806              1156059         4.0250000000000000E+02         3.2000000000000000E+02        -1.6579925999998165E+03                 943                    0                -1519                  576
                 807              1157853         4.0300000000000000E+02         3.2000000000000000E+02        -1.6581539499998146E+03                 943                    0                -1519                  576
                 808              1159643         4.0350000000000000E+02         3.2000000000000000E+02        -1.6560521499998226E+03                 940                    0                -1516                  576
                 809              1161419         4.0400000000000000E+02         3.2000000000000000E+02        -1.6521674999998168E+03                 937                    0                -1513                  576
                 810              1163167         4.0450000000000000E+02         3.2000000000000000E+02        -1.6531735499998144E+03                 938                    0                -1514                  576
                 811              1164958         4.0500000000000000E+02         3.2000000000000000E+02        -1.6546642499998184E+03                 939                    0                -1515                  576
                 812              1166777         4.0550000000000000E+02         3.2000000000000000E+02        -1.6515083999998244E+03                 936                    0                -1512                  576
                 813              1168562         4.0600000000000000E+02         3.2000000000000000E+02        -1.6523031499998185E+03                 937                    0                -1513                  576
                 814              1170347         4.0650000000000000E+02         3.2000000000000000E+02        -1.6535467999998191E+03                 938                    0                -1514                  576
                 815              1172139         4.0700000000000000E+02         3.2000000000000000E+02        -1.6541765999998152E+03                 939                    0                -1515                  576
                 816              1173980         4.0750000000000000E+02         3.2000000000000000E+02        -1.6531699999998229E+03                 938                    0                -1514                  576
                 817              1175843         4.0800000000000000E+02         3.2000000000000000E+02        -1.6573782999998241E+03                 941                    0                -1517                  576
                 818              1177642         4.0850000000000000E+02         3.2000000000000000E+02        -1.6584009999998193E+03                 942                    0                -1518                  576
                 819              1179422         4.0900000000000000E+02         3.2000000000000000E+02        -1.6574128999998206E+03                 941                    0                -1517                  576
                 820              1181234         4.0950000000000000E+02         3.2000000000000000E+02        -1.6560982499998167E+03                 940                    0                -1516                  576
                 821              1182985         4.1000000000000000E+02         3.2000000000000000E+02        -1.6537647999998221E+03                 938                    0                -1514                  576
                 822              1184781         4.1050000000000000E+02         3.2000000000000000E+02        -1.6531793499998230E+03                 938                    0                -1514                  576
                 823              1186614         4.1100000000000000E+02         3.2000000000000000E+02        -1.6515840499998242E+03                 936                    0                -1512                  576
                 824              1188352         4.1150000000000000E+02         3.2000000000000000E+02        -1.6561694499998243E+03                 941                    0                -1517                  576
                 825              1190199         4.1200000000000000E+02         3.2000000000000000E+02        -1.6558415999998156E+03                 941                    0                -1517                  576
                 826              1192017         4.1250000000000000E+02         3.2000000000000000E+02        -1.6561766999998199E+03                 941                    0                -1517                  576
                 827              1193749         4.1300000000000000E+02         3.2000000000000000E+02        -1.6514757499998182E+03                 937                    0                -1513                  576
                 828              1195552         4.1350000000000000E+02         3.2000000000000000E+02        -1.6533627499998165E+03                 939                    0                -1515                  576
                 829              1197320         4.1400000000000000E+02         3.2000000000000000E+02        -1.6564664999998242E+03                 940                    0                -1516                  576
                 830              1199060         4.1450000000000000E+02         3.2000000000000000E+02        -1.6560487999998204E+03                 940                    0                -1516                  576
                 831              1200846         4.1500000000000000E+02         3.2000000000000000E+02        -1.6579405999998237E+03                 942                    0                -1518                  576
                 832              1202637         4.1550000000000000E+02         3.2000000000000000E+02        -1.6586673499998262E+03                 942                    0                -1518                  576
                 833              1204448         4.1600000000000000E+02         3.2000000000000000E+02        -1.6606853999998227E+03                 944                    0                -1520                  576
                 834              1206281         4.1650000000000000E+02         3.2000000000000000E+02        -1.6595515999998197E+03                 943                    0                -1519                  576
                 835              1208039         4.1700000000000000E+02         3.2000000000000000E+02        -1.6616987499998161E+03                 946                    0                -1522                  576
                 836              1209903         4.1750000000000000E+02         3.2000000000000000E+02        -1.6616798499998220E+03                 945                    0                -1521                  576
                 837              1211688         4.1800000000000000E+02         3.2000000000000000E+02        -1.6533324999998217E+03                 938                    0                -1514                  576
                 838              1213457         4.1850000000000000E+02         3.2000000000000000E+02        -1.6525288999998154E+03                 937                    0                -1513                  576
                 839              1215197         4.1900000000000000E+02         3.2000000000000000E+02        -1.6534699999998224E+03                 938                    0                -1514                  576
                 840              1217053         4.1950000000000000E+02         3.2000000000000000E+02        -1.6525764999998198E+03                 938                    0                -1514                  576
                 841              1218884         4.2000000000000000E+02         3.2000000000000000E+02        -1.6511561999998164E+03                 936                    0                -1512                  576
                 842              1220632         4.2050000000000000E+02         3.2000000000000000E+02        -1.6539030499998216E+03                 938                    0                -1514                  576
                 843              1222480         4.2100000000000000E+02         3.2000000000000000E+02        -1.6609480999998275E+03                 944                    0                -1520                  576
                 844              1224340         4.2150000000000000E+02         3.2000000000000000E+02        -1.6602450999998200E+03                 944                    0                -1520                  576
                 845              1226125         4.2200000000000000E+02         3.2000000000000000E+02        -1.6568185499998231E+03                 942                    0                -1518                  576
                 846              1227953         4.2250000000000000E+02         3.2000000000000000E+02        -1.6552652999998188E+03                 940                    0                -1516                  576
                 847              1229821         4.2300000000000000E+02         3.2000000000000000E+02        -1.6538183499998115E+03                 939                    0                -1515                  576
                 848              1231583         4.2350000000000000E+02         3.2000000000000000E+02        -1.6523567999998190E+03                 937                    0                -1513                  576
                 849              1233367         4.2400000000000000E+02         3.2000000000000000E+02        -1.6496163499998195E+03                 935                    0                -1511                  576
                 850              1235064         4.2450000000000000E+02         3.2000000000000000E+02        -1.6539444999998218E+03                 938                    0                -1514                  576
                 851              1236865         4.2500000000000000E+02         3.2000000000000000E+02        -1.6524902499998188E+03                 938                    0                -1514                  576
                 852              1238739         4.2550000000000000E+02         3.2000000000000000E+02        -1.6526577499998218E+03                 938                    0                -1514                  576
                 853              1240589         4.2600000000000000E+02         3.2000000000000000E+02        -1.6545233999998170E+03                 940                    0                -1516                  576
                 854              1242452         4.2650000000000000E+02         3.2000000000000000E+02        -1.6497194499998220E+03                 936                    0                -1512                  576
                 855              1244251         4.2700000000000000E+02         3.2000000000000000E+02        -1.6475676999998204E+03                 933                    0                -1509                  576
                 856              1246043         4.2750000000000000E+02         3.2000000000000000E+02        -1.6444202999998206E+03                 930                    0                -1506                  576
                 857              1247932         4.2800000000000000E+02         3.2000000000000000E+02        -1.6402301499998207E+03                 927                    0                -1503                  576
                 858              1249654         4.2850000000000000E+02         3.2000000000000000E+02        -1.6405182999998212E+03                 927                    0                -1503                  576
                 859              1251431         4.2900000000000000E+02         3.2000000000000000E+02        -1.6425842499998159E+03                 929                    0                -1505                  576
                 860              1253224         4.2950000000000000E+02         3.2000000000000000E+02        -1.6425069499998192E+03                 929                    0                -1505                  576
                 861              1255071         4.3000000000000000E+02         3.2000000000000000E+02        -1.6444893499998184E+03                 930                    0                -1506                  576
                 862              1256786         4.3050000000000000E+02         3.2000000000000000E+02        -1.6477772499998175E+03                 934                    0                -1510                  576
                 863              1258622         4.3100000000000000E+02         3.2000000000000000E+02        -1.6476771499998144E+03                 934                    0                -1510                  576
                 864              1260428         4.3150000000000000E+02         3.2000000000000000E+02        -1.6508848999998190E+03                 937                    0                -1513                  576
                 865              1262163         4.3200000000000000E+02         3.2000000000000000E+02        -1.6482644999998151E+03                 934                    0                -1510                  576
                 866              1264010         4.3250000000000000E+02         3.2000000000000000E+02        -1.6489785499998175E+03                 936                    0                -1512                  576
                 867              1265734         4.3300000000000000E+02         3.2000000000000000E+02        -1.6507324999998214E+03                 936                    0                -1512                  576
                 868              1267490         4.3350000000000000E+02         3.2000000000000000E+02        -1.6536114499998218E+03                 938                    0                -1514                  576
                 869              1269277         4.3400000000000000E+02         3.2000000000000000E+02        -1.6486536999998157E+03                 934                    0                -1510                  576
                 870              1271113         4.3450000000000000E+02         3.2000000000000000E+02        -1.6502151999998159E+03                 935                    0                -1511                  576
                 871              1272942         4.3500000000000000E+02         3.2000000000000000E+02        -1.6516812499998211E+03                 937                    0                -1513                  576
                 872              1274716         4.3550000000000000E+02         3.2000000000000000E+02        -1.6514254999998207E+03                 936                    0                -1512                  576
                 873              1276380         4.3600000000000000E+02         3.2000000000000000E+02        -1.6508619999998209E+03                 935                    0                -1511                  576
                 874              1278206         4.3650000000000000E+02         3.2000000000000000E+02        -1.6509814999998139E+03                 936                    0                -1512                  576
                 875              1279911         4.3700000000000000E+02         3.2000000000000000E+02        -1.6514232499998236E+03                 936                    0                -1512                  576
                 876              1281648         4.3750000000000000E+02         3.2000000000000000E+02        -1.6532581999998140E+03                 938                    0                -1514                  576
                 877              1283592         4.3800000000000000E+02         3.2000000000000000E+02        -1.6498181499998154E+03                 936                    0                -1512                  576
                 878              1285466         4.3850000000000000E+02         3.2000000000000000E+02        -1.6515959499998235E+03                 937                    0                -1513                  576
                 879              1287278         4.3900000000000000E+02         3.2000000000000000E+02        -1.6476024499998221E+03                 934                    0                -1510                  576
                 880              1289090         4.3950000000000000E+02         3.2000000000000000E+02        -1.6466714499998211E+03                 933                    0                -1509                  576
                 881              1290817         4.4000000000000000E+02         3.2000000000000000E+02        -1.6458260499998237E+03                 932                    0                -1508                  576
                 882              1292542         4.4050000000000000E+02         3.2000000000000000E+02        -1.6427983499998222E+03                 929                    0                -1505                  576
                 883              1294239         4.4100000000000000E+02         3.2000000000000000E+02        -1.6432533499998215E+03                 930                    0                -1506                  576
                 884              1296013         4.4150000000000000E+02         3.2000000000000000E+02        -1.6436452499998234E+03                 930                    0                -1506                  576
                 885              1297786         4.4200000000000000E+02         3.2000000000000000E+02        -1.6454732499998190E+03                 931                    0                -1507                  576
                 886              1299567         4.4250000000000000E+02         3.2000000000000000E+02        -1.6467547499998250E+03                 933                    0                -1509                  576
                 887              1301342         4.4300000000000000E+02         3.2000000000000000E+02        -1.6446005999998199E+03                 931                    0                -1507                  576
                 888              1303031         4.4350000000000000E+02         3.2000000000000000E+02        -1.6460002499998179E+03                 933                    0                -1509                  576
                 889              1304839         4.4400000000000000E+02         3.2000000000000000E+02        -1.6451590499998217E+03                 932                    0                -1508                  576
                 890              1306600         4.4450000000000000E+02         3.2000000000000000E+02        -1.6466237499998215E+03                 933                    0                -1509                  576
                 891              1308376         4.4500000000000000E+02         3.2000000000000000E+02        -1.6507146999998242E+03                 936                    0                -1512                  576
                 892              1310231         4.4550000000000000E+02         3.2000000000000000E+02        -1.6489330499998175E+03                 935                    0                -1511                  576
                 893              1311961         4.4600000000000000E+02         3.2000000000000000E+02        -1.6484153999998227E+03                 934                    0                -1510                  576
                 894              1313715         4.4650000000000000E+02         3.2000000000000000E+02        -1.6469829499998182E+03                 933                    0                -1509                  576
                 895              1315463         4.4700000000000000E+02         3.2000000000000000E+02        -1.6503129999998257E+03                 935                    0                -1511                  576
                 896              1317131         4.4750000000000000E+02         3.2000000000000000E+02        -1.6497245999998281E+03                 934                    0                -1510                  576
                 897              1318746         4.4800000000000000E+02         3.2000000000000000E+02        -1.6481520999998236E+03                 933                    0                -1509                  576
                 898              1320489         4.4850000000000000E+02         3.2000000000000000E+02        -1.6441890999998177E+03                 930                    0                -1506                  576
                 899              1322243         4.4900000000000000E+02         3.2000000000000000E+02        -1.6437100999998161E+03                 930                    0                -1506                  576
                 900              1324082         4.4950000000000000E+02         3.2000000000000000E+02        -1.6450546999998169E+03                 931                    0                -1507                  576
                 901              1325873         4.5000000000000000E+02         3.2000000000000000E+02        -1.6426930499998198E+03                 929                    0                -1505                  576
                 902              1327605         4.5050000000000000E+02         3.2000000000000000E+02        -1.6491694499998180E+03                 934                    0                -1510                  576
                 903              1329430         4.5100000000000000E+02         3.2000000000000000E+02        -1.6452985499998226E+03                 931                    0                -1507                  576
                 904              1331169         4.5150000000000000E+02         3.2000000000000000E+02        -1.6449074499998196E+03                 931                    0                -1507                  576
                 905              1332878         4.5200000000000000E+02         3.2000000000000000E+02        -1.6434163999998170E+03                 930                    0                -1506                  576
                 906              1334628         4.5250000000000000E+02         3.2000000000000000E+02        -1.6406023499998214E+03                 928                    0                -1504                  576
                 907              1336396         4.5300000000000000E+02         3.2000000000000000E+02        -1.6479685499998152E+03                 933                    0                -1509                  576
                 908              1338105         4.5350000000000000E+02         3.2000000000000000E+02        -1.6483816999998130E+03                 934                    0                -1510                  576
                 909              1339851         4.5400000000000000E+02         3.2000000000000000E+02        -1.6458689999998228E+03                 932                    0                -1508                  576
                 910              1341672         4.5450000000000000E+02         3.2000000000000000E+02        -1.6456148999998204E+03                 932                    0                -1508                  576
                 911              1343454         4.5500000000000000E+02         3.2000000000000000E+02        -1.6495031499998222E+03                 935                    0                -1511                  576
                 912              1345282         4.5550000000000000E+02         3.2000000000000000E+02        -1.6528237999998225E+03                 938                    0                -1514                  576
                 913              1347045         4.5600000000000000E+02         3.2000000000000000E+02        -1.6488529499998192E+03                 934                    0                -1510                  576
                 914              1348790         4.5650000000000000E+02         3.2000000000000000E+02        -1.6474240499998123E+03                 933                    0                -1509                  576
                 915              1350592         4.5700000000000000E+02         3.2000000000000000E+02        -1.6503681999998171E+03                 935                    0                -1511                  576
                 916              1352406         4.5750000000000000E+02         3.2000000000000000E+02        -1.6518939499998228E+03                 936                    0                -1512                  576
                 917              1354252         4.5800000000000000E+02         3.2000000000000000E+02        -1.6491891499998212E+03                 935                    0                -1511                  576
                 918              1355946         4.5850000000000000E+02         3.2000000000000000E+02        -1.6460560999998229E+03                 932                    0                -1508                  576
                 919              1357781         4.5900000000000000E+02         3.2000000000000000E+02        -1.6523168499998183E+03                 937                    0                -1513                  576
                 920              1359506         4.5950000000000000E+02         3.2000000000000000E+02        -1.6473877499998214E+03                 932                    0                -1508                  576
                 921              1361246         4.6000000000000000E+02         3.2000000000000000E+02        -1.6497964999998201E+03                 935                    0                -1511                  576
                 922              1363017         4.6050000000000000E+02         3.2000000000000000E+02        -1.6483248499998201E+03                 934                    0                -1510                  576
                 923              1364607         4.6100000000000000E+02         3.2000000000000000E+02        -1.6467650999998225E+03                 932                    0                -1508                  576
                 924              1366425         4.6150000000000000E+02         3.2000000000000000E+02        -1.6480737499998168E+03                 933                    0                -1509                  576
                 925              1368145         4.6200000000000000E+02         3.2000000000000000E+02        -1.6489850999998216E+03                 934                    0                -1510                  576
                 926              1369939         4.6250000000000000E+02         3.2000000000000000E+02        -1.6522804499998110E+03                 937                    0                -1513                  576
                 927              1371771         4.6300000000000000E+02         3.2000000000000000E+02        -1.6549271999998216E+03                 939                    0                -1515                  576
                 928              1373598         4.6350000000000000E+02         3.2000000000000000E+02        -1.6538196999998190E+03                 938                    0                -1514                  576
                 929              1375368         4.6400000000000000E+02         3.2000000000000000E+02        -1.6543941999998219E+03                 939                    0                -1515                  576
                 930              1377239         4.6450000000000000E+02         3.2000000000000000E+02        -1.6557753499998196E+03                 939                    0                -1515                  576
                 931              1379011         4.6500000000000000E+02         3.2000000000000000E+02        -1.6570111499998131E+03                 941                    0                -1517                  576
                 932              1380812         4.6550000000000000E+02         3.2000000000000000E+02        -1.6586520499998244E+03                 942                    0                -1518                  576
                 933              1382605         4.6600000000000000E+02         3.2000000000000000E+02        -1.6584424999998175E+03                 943                    0                -1519                  576
                 934              1384578         4.6650000000000000E+02         3.2000000000000000E+02        -1.6580882999998182E+03                 942                    0                -1518                  576
                 935              1386410         4.6700000000000000E+02         3.2000000000000000E+02        -1.6634682999998165E+03                 946                    0                -1522                  576
                 936              1388250         4.6750000000000000E+02         3.2000000000000000E+02        -1.6589720999998231E+03                 944                    0                -1520                  576
                 937              1390141         4.6800000000000000E+02         3.2000000000000000E+02        -1.6590716499998193E+03                 943                    0                -1519                  576
                 938              1392025         4.6850000000000000E+02         3.2000000000000000E+02        -1.6592817499998193E+03                 944                    0                -1520                  576
                 939              1393913         4.6900000000000000E+02         3.2000000000000000E+02        -1.6559090499998283E+03                 941                    0                -1517                  576
                 940              1395694         4.6950000000000000E+02         3.2000000000000000E+02        -1.6538097499998264E+03                 939                    0                -1515                  576
                 941              1397495         4.7000000000000000E+02         3.2000000000000000E+02        -1.6535923499998225E+03                 939                    0                -1515                  576
                 942              1399312         4.7050000000000000E+02         3.2000000000000000E+02        -1.6519528999998188E+03                 938                    0                -1514                  576
                 943              1401084         4.7100000000000000E+02         3.2000000000000000E+02        -1.6546375999998284E+03                 939                    0                -1515                  576
                 944              1402907         4.7150000000000000E+02         3.2000000000000000E+02        -1.6590003499998224E+03                 943                    0                -1519                  576
                 945              1404655         4.7200000000000000E+02         3.2000000000000000E+02        -1.6583072999998230E+03                 943                    0                -1519                  576
                 946              1406510         4.7250000000000000E+02         3.2000000000000000E+02        -1.6619376999998251E+03                 946                    0                -1522                  576
                 947              1408433         4.7300000000000000E+02         3.2000000000000000E+02        -1.6671554999998225E+03                 950                    0                -1526                  576
                 948              1410302         4.7350000000000000E+02         3.2000000000000000E+02        -1.6618512999998241E+03                 945                    0                -1521                  576
                 949              1412167         4.7400000000000000E+02         3.2000000000000000E+02        -1.6613925499998206E+03                 945                    0                -1521                  576
                 950              1414011         4.7450000000000000E+02         3.2000000000000000E+02        -1.6611039499998167E+03                 945                    0                -1521                  576
                 951              1415823         4.7500000000000000E+02         3.2000000000000000E+02        -1.6631743499998261E+03                 946                    0                -1522                  576
                 952              1417682         4.7550000000000000E+02         3.2000000000000000E+02        -1.6617635499998157E+03                 945                    0                -1521                  576
                 953              1419528         4.7600000000000000E+02         3.2000000000000000E+02        -1.6622676499998231E+03                 945                    0                -1521                  576
                 954              1421298         4.7650000000000000E+02         3.2000000000000000E+02        -1.6554790499998157E+03                 940                    0                -1516                  576
                 955              1423099         4.7700000000000000E+02         3.2000000000000000E+02        -1.6569791999998156E+03                 942                    0                -1518                  576
                 956              1424908         4.7750000000000000E+02         3.2000000000000000E+02        -1.6556697999998205E+03                 941                    0                -1517                  576
                 957              1426670         4.7800000000000000E+02         3.2000000000000000E+02        -1.6522012499998216E+03                 938                    0                -1514                  576
                 958              1428458         4.7850000000000000E+02         3.2000000000000000E+02        -1.6574870499998253E+03                 942                    0                -1518                  576
                 959              1430209         4.7900000000000000E+02         3.2000000000000000E+02        -1.6528095499998267E+03                 938                    0                -1514                  576
                 960              1431996         4.7950000000000000E+02         3.2000000000000000E+02        -1.6552987999998209E+03                 940                    0                -1516                  576
                 961              1433735         4.8000000000000000E+02         3.2000000000000000E+02        -1.6530823499998226E+03                 938                    0                -1514                  576
                 962              1435445         4.8050000000000000E+02         3.2000000000000000E+02        -1.6539939999998219E+03                 938                    0                -1514                  576
                 963              1437243         4.8100000000000000E+02         3.2000000000000000E+02        -1.6521990499998196E+03                 937                    0                -1513                  576
                 964              1439016         4.8150000000000000E+02         3.2000000000000000E+02        -1.6536612999998194E+03                 939                    0                -1515                  576
                 965              1440821         4.8200000000000000E+02         3.2000000000000000E+02        -1.6512872999998172E+03                 937                    0                -1513                  576
                 966              1442606         4.8250000000000000E+02         3.2000000000000000E+02        -1.6486166499998221E+03                 934                    0                -1510                  576
                 967              1444422         4.8300000000000000E+02         3.2000000000000000E+02        -1.6493596999998194E+03                 934                    0                -1510                  576
                 968              1446161         4.8350000000000000E+02         3.2000000000000000E+02        -1.6475097499998167E+03                 934                    0                -1510                  576
                 969              1447915         4.8400000000000000E+02         3.2000000000000000E+02        -1.6458766499998155E+03                 932                    0                -1508                  576
                 970              1449647         4.8450000000000000E+02         3.2000000000000000E+02        -1.6450383499998206E+03                 931                    0                -1507                  576
                 971              1451351         4.8500000000000000E+02         3.2000000000000000E+02        -1.6487229499998202E+03                 934                    0                -1510                  576
                 972              1453204         4.8550000000000000E+02         3.2000000000000000E+02        -1.6492208499998135E+03                 935                    0                -1511                  576
                 973              1454972         4.8600000000000000E+02         3.2000000000000000E+02        -1.6511211499998169E+03                 936                    0                -1512                  576
                 974              1456718         4.8650000000000000E+02         3.2000000000000000E+02        -1.6527046499998221E+03                 938                    0                -1514                  576
                 975              1458455         4.8700000000000000E+02         3.2000000000000000E+02        -1.6543850999998194E+03                 939                    0                -1515                  576
                 976              1460276         4.8750000000000000E+02         3.2000000000000000E+02        -1.6506026499998206E+03                 936                    0                -1512                  576
                 977              1462035         4.8800000000000000E+02         3.2000000000000000E+02        -1.6557909999998299E+03                 940                    0                -1516                  576
                 978              1463816         4.8850000000000000E+02         3.2000000000000000E+02        -1.6549978999998229E+03                 939                    0                -1515                  576
                 979              1465626         4.8900000000000000E+02         3.2000000000000000E+02        -1.6567481499998255E+03                 941                    0                -1517                  576
                 980              1467380         4.8950000000000000E+02         3.2000000000000000E+02        -1.6551304999998201E+03                 940                    0                -1516                  576
                 981              1469183         4.9000000000000000E+02         3.2000000000000000E+02        -1.6563653499998186E+03                 941                    0                -1517                  576
                 982              1470938         4.9050000000000000E+02         3.2000000000000000E+02        -1.6571412999998206E+03                 941                    0                -1517                  576
                 983              1472714         4.9100000000000000E+02         3.2000000000000000E+02        -1.6535739499998163E+03                 939                    0                -1515                  576
                 984              1474580         4.9150000000000000E+02         3.2000000000000000E+02        -1.6496271999998164E+03                 935                    0                -1511                  576
                 985              1476330         4.9200000000000000E+02         3.2000000000000000E+02        -1.6524446999998299E+03                 938                    0                -1514                  576
                 986              1478107         4.9250000000000000E+02         3.2000000000000000E+02        -1.6518950499998182E+03                 937                    0                -1513                  576
                 987              1479957         4.9300000000000000E+02         3.2000000000000000E+02        -1.6487506999998186E+03                 935                    0                -1511                  576
                 988              1481763         4.9350000000000000E+02         3.2000000000000000E+02        -1.6498791999998268E+03                 935                    0                -1511                  576
                 989              1483384         4.9400000000000000E+02         3.2000000000000000E+02        -1.6494729999998162E+03                 935                    0                -1511                  576
                 990              1485081         4.9450000000000000E+02         3.2000000000000000E+02        -1.6500551499998155E+03                 935                    0                -1511                  576
                 991              1486898         4.9500000000000000E+02         3.2000000000000000E+02        -1.6506408499998245E+03                 936                    0                -1512                  576
                 992              1488655         4.9550000000000000E+02         3.2000000000000000E+02        -1.6508999999998166E+03                 936                    0                -1512                  576
                 993              1490350         4.9600000000000000E+02         3.2000000000000000E+02        -1.6534870499998206E+03                 938                    0                -1514                  576
                 994              1492121         4.9650000000000000E+02         3.2000000000000000E+02        -1.6518906999998233E+03                 937                    0                -1513                  576
                 995              1493919         4.9700000000000000E+02         3.2000000000000000E+02        -1.6496596499998213E+03                 935                    0                -1511                  576
                 996              1495703         4.9750000000000000E+02         3.2000000000000000E+02        -1.6504369499998222E+03                 936                    0                -1512                  576
                 997              1497387         4.9800000000000000E+02         3.2000000000000000E+02        -1.6512327999998213E+03                 937                    0                -1513                  576
                 998              1499169         4.9850000000000000E+02         3.2000000000000000E+02        -1.6525574499998188E+03                 938                    0                -1514                  576
                 999              1500963         4.9900000000000000E+02         3.2000000000000000E+02        -1.6481467999998192E+03                 934                    0                -1510                  576
                1000              1502707         4.9950000000000000E+02         3.2000000000000000E+02        -1.6463641499998184E+03                 933                    0                -1509                  576
                1001              1504530         5.0000000000000000E+02         3.2000000000000000E+02        -1.6496984999998208E+03                 936                    0                -1512                  576
