               Entry              Nevents                           Time                    Temperature                         Energy                 CO*                   O*                   CO                  CO2
                 220               221684         1.3140000000000000E+04         1.9000000000000000E+02        -2.1524887000004023E+03                1335                  189                -1722                  387
                 221               222769         1.3200000000000000E+04         1.9000000000000000E+02        -2.1537628000004042E+03                1337                  189                -1724                  387
                 222               223849         1.3260000000000000E+04         1.9000000000000000E+02        -2.1530572500004109E+03                1336                  189                -1723                  387
                 223               224976         1.3320000000000000E+04         1.9000000000000000E+02        -2.1538094500004072E+03                1337                  189                -1724                  387
                 224               225970         1.3380000000000000E+04         1.9000000000000000E+02        -2.1537949000004005E+03                1337                  189                -1724                  387
                 225               227016         1.3440000000000000E+04         1.9000000000000000E+02        -2.1537306000003960E+03                1337                  189                -1724                  387
                 226               228136         1.3500000000000000E+04         1.9000000000000000E+02        -2.1536866500003971E+03                1337                  189                -1724                  387
                 227               229251         1.3560000000000000E+04         1.9000000000000000E+02        -2.1515918000004017E+03                1335                  187                -1724                  389
                 228               230275         1.3620000000000000E+04         1.9000000000000000E+02        -2.1515107000004136E+03                1336                  185                -1727                  391
                 229               231359         1.3680000000000000E+04         1.9000000000000000E+02        -2.1508510500004222E+03                1335                  183                -1728                  393
                 230               232505         1.3740000000000000E+04         1.9000000000000000E+02        -2.1542846500004216E+03                1338                  183                -1731                  393
                 231               233517         1.3800000000000000E+04         1.9000000000000000E+02        -2.1543114500004199E+03                1338                  183                -1731                  393
                 232               234645         1.3860000000000000E+04         1.9000000000000000E+02        -2.1541675000004175E+03                1338                  183                -1731                  393
                 233               235713         1.3920000000000000E+04         1.9000000000000000E+02        -2.1538659500004137E+03                1338                  182                -1732                  394
                 234               236793         1.3980000000000000E+04         1.9000000000000000E+02        -2.1564806000004223E+03                1341                  181                -1736                  395
                 235               237890         1.4040000000000000E+04         1.9000000000000000E+02        -2.1565982000004351E+03                1342                  178                -1740                  398
                 236               238971         1.4100000000000000E+04         1.9000000000000000E+02        -2.1592949500004329E+03                1345                  178                -1743                  398
                 237               240001         1.4160000000000000E+04         1.9000000000000000E+02        -2.1604037500004360E+03                1346                  178                -1744                  398
                 238               241123         1.4220000000000000E+04         1.9000000000000000E+02        -2.1600843000004279E+03                1346                  178                -1744                  398
                 239               242138         1.4280000000000000E+04         1.9000000000000000E+02        -2.1616878000004285E+03                1348                  178                -1746                  398
                 240               243178         1.4340000000000000E+04         1.9000000000000000E+02        -2.1619835000004309E+03                1348                  178                -1746                  398
                 241               244320         1.4400000000000000E+04         1.9000000000000000E+02        -2.1621188500004287E+03                1348                  178                -1746                  398
                 242               245449         1.4460000000000000E+04         1.9000000000000000E+02        -2.1620444500004305E+03                1348                  178                -1746                  398
                 243               246547         1.4520000000000000E+04         1.9000000000000000E+02        -2.1621102500004322E+03                1348                  178                -1746                  398
                 244               247667         1.4580000000000000E+04         1.9000000000000000E+02        -2.1614046500004411E+03                1347                  178                -1745                  398
                 245               248695         1.4640000000000000E+04         1.9000000000000000E+02        -2.1613335500004355E+03                1347                  178                -1745                  398
                 246               249777         1.4700000000000000E+04         1.9000000000000000E+02        -2.1606353500004302E+03                1346                  178                -1744                  398
                 247               250868         1.4760000000000000E+04         1.9000000000000000E+02        -2.1606523000004313E+03                1346                  178                -1744                  398
                 248               251913         1.4820000000000000E+04         1.9000000000000000E+02        -2.1615341500004315E+03                1347                  178                -1745                  398
                 249               252980         1.4880000000000000E+04         1.9000000000000000E+02        -2.1615567500004349E+03                1347                  178                -1745                  398
                 250               253963         1.4940000000000000E+04         1.9000000000000000E+02        -2.1615930000004369E+03                1347                  178                -1745                  398
                 251               255012         1.5000000000000000E+04         1.9000000000000000E+02        -2.1614753500004240E+03                1347                  178                -1745                  398
                 252               256009         1.5060000000000000E+04         1.9000000000000000E+02        -2.1623177000004384E+03                1348                  178                -1746                  398
                 253               257022         1.5120000000000000E+04         1.9000000000000000E+02        -2.1623342500004314E+03                1348                  178                -1746                  398
                 254               258091         1.5180000000000000E+04         1.9000000000000000E+02        -2.1638177500004349E+03                1350                  178                -1748                  398
                 255               259206         1.5240000000000000E+04         1.9000000000000000E+02        -2.1628721500004281E+03                1349                  178                -1747                  398
                 256               260258         1.5300000000000000E+04         1.9000000000000000E+02        -2.1610539000004369E+03                1347                  177                -1746                  399
                 257               261296         1.5360000000000000E+04         1.9000000000000000E+02        -2.1627507000004389E+03                1349                  177                -1748                  399
                 258               262459         1.5420000000000000E+04         1.9000000000000000E+02        -2.1633242000004302E+03                1349                  177                -1748                  399
                 259               263551         1.5480000000000000E+04         1.9000000000000000E+02        -2.1639189500004372E+03                1351                  174                -1753                  402
                 260               264606         1.5540000000000000E+04         1.9000000000000000E+02        -2.1649301000004343E+03                1352                  174                -1754                  402
                 261               265616         1.5600000000000000E+04         1.9000000000000000E+02        -2.1649977000004474E+03                1352                  174                -1754                  402
                 262               266699         1.5660000000000000E+04         1.9000000000000000E+02        -2.1634913500004341E+03                1351                  172                -1755                  404
                 263               267811         1.5720000000000000E+04         1.9000000000000000E+02        -2.1645443500004267E+03                1352                  171                -1757                  405
                 264               268853         1.5780000000000000E+04         1.9000000000000000E+02        -2.1662316000004284E+03                1354                  171                -1759                  405
                 265               269860         1.5840000000000000E+04         1.9000000000000000E+02        -2.1661058000004250E+03                1354                  171                -1759                  405
                 266               270883         1.5900000000000000E+04         1.9000000000000000E+02        -2.1668843000004199E+03                1355                  171                -1760                  405
                 267               271929         1.5960000000000000E+04         1.9000000000000000E+02        -2.1668116500004362E+03                1355                  171                -1760                  405
                 268               272985         1.6020000000000000E+04         1.9000000000000000E+02        -2.1676459000004338E+03                1356                  171                -1761                  405
                 269               274153         1.6080000000000000E+04         1.9000000000000000E+02        -2.1662395500004336E+03                1355                  170                -1761                  406
                 270               275230         1.6140000000000000E+04         1.9000000000000000E+02        -2.1664996500004304E+03                1355                  170                -1761                  406
                 271               276418         1.6200000000000000E+04         1.9000000000000000E+02        -2.1686035000004322E+03                1358                  169                -1765                  407
                 272               277524         1.6260000000000000E+04         1.9000000000000000E+02        -2.1700225000004461E+03                1360                  168                -1768                  408
                 273               278633         1.6320000000000000E+04         1.9000000000000000E+02        -2.1683686500004383E+03                1358                  168                -1766                  408
                 274               279729         1.6380000000000000E+04         1.9000000000000000E+02        -2.1688173500004350E+03                1358                  168                -1766                  408
                 275               280783         1.6440000000000000E+04         1.9000000000000000E+02        -2.1687148000004249E+03                1358                  168                -1766                  408
                 276               281928         1.6500000000000000E+04         1.9000000000000000E+02        -2.1668917000004217E+03                1357                  166                -1767                  410
                 277               283057         1.6560000000000000E+04         1.9000000000000000E+02        -2.1671533000004279E+03                1357                  166                -1767                  410
                 278               284149         1.6620000000000000E+04         1.9000000000000000E+02        -2.1689752500004174E+03                1359                  166                -1769                  410
                 279               285299         1.6680000000000000E+04         1.9000000000000000E+02        -2.1697882000004229E+03                1361                  163                -1774                  413
                 280               286470         1.6740000000000000E+04         1.9000000000000000E+02        -2.1699554000004341E+03                1361                  163                -1774                  413
                 281               287559         1.6800000000000000E+04         1.9000000000000000E+02        -2.1715024000004323E+03                1363                  162                -1777                  414
                 282               288753         1.6860000000000000E+04         1.9000000000000000E+02        -2.1708440000004380E+03                1362                  161                -1777                  415
                 283               289879         1.6920000000000000E+04         1.9000000000000000E+02        -2.1705105000004264E+03                1362                  161                -1777                  415
                 284               290983         1.6980000000000000E+04         1.9000000000000000E+02        -2.1715846500004322E+03                1363                  161                -1778                  415
                 285               292236         1.7040000000000000E+04         1.9000000000000000E+02        -2.1721053000004349E+03                1364                  161                -1779                  415
                 286               293332         1.7100000000000000E+04         1.9000000000000000E+02        -2.1711618500004297E+03                1363                  160                -1779                  416
                 287               294407         1.7160000000000000E+04         1.9000000000000000E+02        -2.1724427500004331E+03                1364                  160                -1780                  416
                 288               295517         1.7220000000000000E+04         1.9000000000000000E+02        -2.1732009500004410E+03                1365                  160                -1781                  416
                 289               296591         1.7280000000000000E+04         1.9000000000000000E+02        -2.1729367000004422E+03                1365                  159                -1782                  417
                 290               297757         1.7340000000000000E+04         1.9000000000000000E+02        -2.1730141000004410E+03                1365                  159                -1782                  417
                 291               298830         1.7400000000000000E+04         1.9000000000000000E+02        -2.1718102500004507E+03                1365                  156                -1785                  420
                 292               300009         1.7460000000000000E+04         1.9000000000000000E+02        -2.1751893500004458E+03                1368                  156                -1788                  420
                 293               301015         1.7520000000000000E+04         1.9000000000000000E+02        -2.1761064000004426E+03                1369                  156                -1789                  420
                 294               302127         1.7580000000000000E+04         1.9000000000000000E+02        -2.1767551000004464E+03                1370                  156                -1790                  420
                 295               303258         1.7640000000000000E+04         1.9000000000000000E+02        -2.1775927500004582E+03                1371                  156                -1791                  420
                 296               304370         1.7700000000000000E+04         1.9000000000000000E+02        -2.1777038500004428E+03                1371                  156                -1791                  420
                 297               305499         1.7760000000000000E+04         1.9000000000000000E+02        -2.1775579500004483E+03                1371                  155                -1792                  421
                 298               306590         1.7820000000000000E+04         1.9000000000000000E+02        -2.1773508000004476E+03                1371                  155                -1792                  421
                 299               307811         1.7880000000000000E+04         1.9000000000000000E+02        -2.1787170000004398E+03                1373                  154                -1795                  422
                 300               308985         1.7940000000000000E+04         1.9000000000000000E+02        -2.1793316000004429E+03                1374                  153                -1797                  423
                 301               310123         1.8000000000000000E+04         1.9000000000000000E+02        -2.1810959000004477E+03                1376                  152                -1800                  424
                 302               311271         1.8060000000000000E+04         1.9000000000000000E+02        -2.1831819000004452E+03                1379                  152                -1803                  424
                 303               312376         1.8120000000000000E+04         1.9000000000000000E+02        -2.1839045500004481E+03                1380                  151                -1805                  425
                 304               313523         1.8180000000000000E+04         1.9000000000000000E+02        -2.1839481000004425E+03                1380                  151                -1805                  425
                 305               314682         1.8240000000000000E+04         1.9000000000000000E+02        -2.1837628000004479E+03                1380                  150                -1806                  426
                 306               315842         1.8300000000000000E+04         1.9000000000000000E+02        -2.1821984500004523E+03                1378                  150                -1804                  426
                 307               316970         1.8360000000000000E+04         1.9000000000000000E+02        -2.1827470500004501E+03                1379                  150                -1805                  426
                 308               318105         1.8420000000000000E+04         1.9000000000000000E+02        -2.1825762500004521E+03                1379                  149                -1806                  427
                 309               319174         1.8480000000000000E+04         1.9000000000000000E+02        -2.1831200500004547E+03                1380                  149                -1807                  427
                 310               320256         1.8540000000000000E+04         1.9000000000000000E+02        -2.1829060500004421E+03                1380                  148                -1808                  428
                 311               321427         1.8600000000000000E+04         1.9000000000000000E+02        -2.1833722000004327E+03                1380                  148                -1808                  428
                 312               322559         1.8660000000000000E+04         1.9000000000000000E+02        -2.1831645000004373E+03                1380                  147                -1809                  429
                 313               323660         1.8720000000000000E+04         1.9000000000000000E+02        -2.1835177500004447E+03                1380                  147                -1809                  429
                 314               324782         1.8780000000000000E+04         1.9000000000000000E+02        -2.1835721000004501E+03                1380                  147                -1809                  429
                 315               325895         1.8840000000000000E+04         1.9000000000000000E+02        -2.1828828000004464E+03                1379                  147                -1808                  429
                 316               327074         1.8900000000000000E+04         1.9000000000000000E+02        -2.1823426500004502E+03                1379                  146                -1809                  430
                 317               328179         1.8960000000000000E+04         1.9000000000000000E+02        -2.1842778500004451E+03                1381                  146                -1811                  430
                 318               329329         1.9020000000000000E+04         1.9000000000000000E+02        -2.1835065000004456E+03                1381                  145                -1812                  431
                 319               330425         1.9080000000000000E+04         1.9000000000000000E+02        -2.1834550000004433E+03                1380                  145                -1811                  431
                 320               331521         1.9140000000000000E+04         1.9000000000000000E+02        -2.1844315000004508E+03                1381                  145                -1812                  431
                 321               332642         1.9200000000000000E+04         1.9000000000000000E+02        -2.1830212500004550E+03                1380                  144                -1812                  432
                 322               333711         1.9260000000000000E+04         1.9000000000000000E+02        -2.1829793000004624E+03                1380                  144                -1812                  432
                 323               334823         1.9320000000000000E+04         1.9000000000000000E+02        -2.1831610000004557E+03                1380                  144                -1812                  432
                 324               335852         1.9380000000000000E+04         1.9000000000000000E+02        -2.1841782500004410E+03                1381                  144                -1813                  432
                 325               337018         1.9440000000000000E+04         1.9000000000000000E+02        -2.1858943500004498E+03                1383                  144                -1815                  432
                 326               338077         1.9500000000000000E+04         1.9000000000000000E+02        -2.1860415500004588E+03                1383                  144                -1815                  432
                 327               339158         1.9560000000000000E+04         1.9000000000000000E+02        -2.1858774000004455E+03                1383                  144                -1815                  432
                 328               340223         1.9620000000000000E+04         1.9000000000000000E+02        -2.1850721000004460E+03                1382                  144                -1814                  432
                 329               341319         1.9680000000000000E+04         1.9000000000000000E+02        -2.1850871500004491E+03                1382                  144                -1814                  432
                 330               342496         1.9740000000000000E+04         1.9000000000000000E+02        -2.1849920000004545E+03                1382                  144                -1814                  432
                 331               343570         1.9800000000000000E+04         1.9000000000000000E+02        -2.1849869000004483E+03                1382                  144                -1814                  432
                 332               344655         1.9860000000000000E+04         1.9000000000000000E+02        -2.1843491500004420E+03                1382                  143                -1815                  433
                 333               345726         1.9920000000000000E+04         1.9000000000000000E+02        -2.1840212500004427E+03                1381                  143                -1814                  433
                 334               346871         1.9980000000000000E+04         1.9000000000000000E+02        -2.1856955500004447E+03                1383                  142                -1817                  434
                 335               347977         2.0040000000000000E+04         1.9000000000000000E+02        -2.1864799000004391E+03                1384                  142                -1818                  434
                 336               349059         2.0100000000000000E+04         1.9000000000000000E+02        -2.1863524000004400E+03                1384                  142                -1818                  434
                 337               350099         2.0160000000000000E+04         1.9000000000000000E+02        -2.1873868000004454E+03                1385                  142                -1819                  434
                 338               351147         2.0220000000000000E+04         1.9000000000000000E+02        -2.1880608500004437E+03                1386                  142                -1820                  434
                 339               352294         2.0280000000000000E+04         1.9000000000000000E+02        -2.1872520000004497E+03                1385                  142                -1819                  434
                 340               353412         2.0340000000000000E+04         1.9000000000000000E+02        -2.1871295000004484E+03                1385                  141                -1820                  435
                 341               354533         2.0400000000000000E+04         1.9000000000000000E+02        -2.1864654500004394E+03                1384                  141                -1819                  435
                 342               355571         2.0460000000000000E+04         1.9000000000000000E+02        -2.1876007000004456E+03                1385                  141                -1820                  435
                 343               356715         2.0520000000000000E+04         1.9000000000000000E+02        -2.1886379500004523E+03                1386                  141                -1821                  435
                 344               357884         2.0580000000000000E+04         1.9000000000000000E+02        -2.1892872500004514E+03                1387                  141                -1822                  435
                 345               359011         2.0640000000000000E+04         1.9000000000000000E+02        -2.1891946500004433E+03                1387                  141                -1822                  435
                 346               360182         2.0700000000000000E+04         1.9000000000000000E+02        -2.1869424000004483E+03                1385                  138                -1823                  438
                 347               361272         2.0760000000000000E+04         1.9000000000000000E+02        -2.1880349500004536E+03                1386                  138                -1824                  438
                 348               362426         2.0820000000000000E+04         1.9000000000000000E+02        -2.1880994000004557E+03                1386                  138                -1824                  438
                 349               363551         2.0880000000000000E+04         1.9000000000000000E+02        -2.1882137500004546E+03                1386                  138                -1824                  438
                 350               364681         2.0940000000000000E+04         1.9000000000000000E+02        -2.1870083000004506E+03                1385                  137                -1824                  439
                 351               365818         2.1000000000000000E+04         1.9000000000000000E+02        -2.1886938000004516E+03                1387                  137                -1826                  439
                 352               366921         2.1060000000000000E+04         1.9000000000000000E+02        -2.1892965000004592E+03                1388                  136                -1828                  440
                 353               368019         2.1120000000000000E+04         1.9000000000000000E+02        -2.1909003500004674E+03                1390                  135                -1831                  441
                 354               369081         2.1180000000000000E+04         1.9000000000000000E+02        -2.1912008500004654E+03                1390                  135                -1831                  441
                 355               370149         2.1240000000000000E+04         1.9000000000000000E+02        -2.1913288000004572E+03                1390                  135                -1831                  441
                 356               371291         2.1300000000000000E+04         1.9000000000000000E+02        -2.1913589000004595E+03                1390                  135                -1831                  441
                 357               372436         2.1360000000000000E+04         1.9000000000000000E+02        -2.1920175000004542E+03                1391                  135                -1832                  441
                 358               373525         2.1420000000000000E+04         1.9000000000000000E+02        -2.1914435000004496E+03                1390                  135                -1831                  441
                 359               374656         2.1480000000000000E+04         1.9000000000000000E+02        -2.1907989500004437E+03                1390                  133                -1833                  443
                 360               375737         2.1540000000000000E+04         1.9000000000000000E+02        -2.1913068500004529E+03                1391                  132                -1835                  444
                 361               376795         2.1600000000000000E+04         1.9000000000000000E+02        -2.1941551500004571E+03                1394                  132                -1838                  444
                 362               377933         2.1660000000000000E+04         1.9000000000000000E+02        -2.1943197000004575E+03                1394                  132                -1838                  444
                 363               379048         2.1720000000000000E+04         1.9000000000000000E+02        -2.1940819000004544E+03                1394                  132                -1838                  444
                 364               380162         2.1780000000000000E+04         1.9000000000000000E+02        -2.1942781500004621E+03                1394                  132                -1838                  444
                 365               381228         2.1840000000000000E+04         1.9000000000000000E+02        -2.1943345000004551E+03                1394                  132                -1838                  444
                 366               382342         2.1900000000000000E+04         1.9000000000000000E+02        -2.1934518000004609E+03                1393                  132                -1837                  444
                 367               383414         2.1960000000000000E+04         1.9000000000000000E+02        -2.1937085000004627E+03                1393                  132                -1837                  444
                 368               384534         2.2020000000000000E+04         1.9000000000000000E+02        -2.1937367500004661E+03                1393                  132                -1837                  444
                 369               385712         2.2080000000000000E+04         1.9000000000000000E+02        -2.1936017500004700E+03                1393                  132                -1837                  444
                 370               386824         2.2140000000000000E+04         1.9000000000000000E+02        -2.1936520000004616E+03                1393                  132                -1837                  444
                 371               387859         2.2200000000000000E+04         1.9000000000000000E+02        -2.1943266500004643E+03                1394                  132                -1838                  444
                 372               388916         2.2260000000000000E+04         1.9000000000000000E+02        -2.1939346500004758E+03                1394                  131                -1839                  445
                 373               390017         2.2320000000000000E+04         1.9000000000000000E+02        -2.1940557000004687E+03                1394                  131                -1839                  445
                 374               391092         2.2380000000000000E+04         1.9000000000000000E+02        -2.1948207500004714E+03                1395                  131                -1840                  445
                 375               392259         2.2440000000000000E+04         1.9000000000000000E+02        -2.1938949000004723E+03                1394                  131                -1839                  445
                 376               393341         2.2500000000000000E+04         1.9000000000000000E+02        -2.1939286000004736E+03                1394                  130                -1840                  446
                 377               394520         2.2560000000000000E+04         1.9000000000000000E+02        -2.1947009000004632E+03                1395                  130                -1841                  446
                 378               395663         2.2620000000000000E+04         1.9000000000000000E+02        -2.1939997000004673E+03                1394                  130                -1840                  446
                 379               396752         2.2680000000000000E+04         1.9000000000000000E+02        -2.1946949500004594E+03                1395                  130                -1841                  446
                 380               397833         2.2740000000000000E+04         1.9000000000000000E+02        -2.1940985000004666E+03                1395                  129                -1842                  447
                 381               398961         2.2800000000000000E+04         1.9000000000000000E+02        -2.1940760500004626E+03                1395                  128                -1843                  448
                 382               400094         2.2860000000000000E+04         1.9000000000000000E+02        -2.1956807000004733E+03                1397                  128                -1845                  448
                 383               401229         2.2920000000000000E+04         1.9000000000000000E+02        -2.1970537500004725E+03                1398                  128                -1846                  448
                 384               402298         2.2980000000000000E+04         1.9000000000000000E+02        -2.1960870000004725E+03                1397                  128                -1845                  448
                 385               403373         2.3040000000000000E+04         1.9000000000000000E+02        -2.1962216000004755E+03                1397                  128                -1845                  448
                 386               404443         2.3100000000000000E+04         1.9000000000000000E+02        -2.1956183000004753E+03                1396                  128                -1844                  448
                 387               405606         2.3160000000000000E+04         1.9000000000000000E+02        -2.1951898000004703E+03                1396                  127                -1845                  449
                 388               406659         2.3220000000000000E+04         1.9000000000000000E+02        -2.1959654500004640E+03                1397                  126                -1847                  450
                 389               407804         2.3280000000000000E+04         1.9000000000000000E+02        -2.1968302500004716E+03                1398                  126                -1848                  450
                 390               408859         2.3340000000000000E+04         1.9000000000000000E+02        -2.1968814000004745E+03                1398                  126                -1848                  450
                 391               409969         2.3400000000000000E+04         1.9000000000000000E+02        -2.1970375500004766E+03                1398                  126                -1848                  450
                 392               411032         2.3460000000000000E+04         1.9000000000000000E+02        -2.1976349000004834E+03                1399                  125                -1850                  451
                 393               412173         2.3520000000000000E+04         1.9000000000000000E+02        -2.1983833500004807E+03                1400                  125                -1851                  451
                 394               413389         2.3580000000000000E+04         1.9000000000000000E+02        -2.1987873000004861E+03                1401                  124                -1853                  452
                 395               414527         2.3640000000000000E+04         1.9000000000000000E+02        -2.1992695000004937E+03                1401                  124                -1853                  452
                 396               415587         2.3700000000000000E+04         1.9000000000000000E+02        -2.1987683000005045E+03                1400                  124                -1852                  452
                 397               416720         2.3760000000000000E+04         1.9000000000000000E+02        -2.1994485000004997E+03                1401                  124                -1853                  452
                 398               417832         2.3820000000000000E+04         1.9000000000000000E+02        -2.1987457500004894E+03                1400                  124                -1852                  452
                 399               419019         2.3880000000000000E+04         1.9000000000000000E+02        -2.1986619500005004E+03                1400                  124                -1852                  452
                 400               420152         2.3940000000000000E+04         1.9000000000000000E+02        -2.1986309000004871E+03                1400                  124                -1852                  452
                 401               421225         2.4000000000000000E+04         1.9000000000000000E+02        -2.1974254500004831E+03                1399                  123                -1852                  453
                 402               422411         2.4060000000000000E+04         1.9000000000000000E+02        -2.1993451500004808E+03                1401                  123                -1854                  453
                 403               423511         2.4120000000000000E+04         1.9000000000000000E+02        -2.1992736500004853E+03                1401                  123                -1854                  453
                 404               424655         2.4180000000000000E+04         1.9000000000000000E+02        -2.1978013000004821E+03                1400                  122                -1854                  454
                 405               425791         2.4240000000000000E+04         1.9000000000000000E+02        -2.1992400000004850E+03                1401                  122                -1855                  454
                 406               426916         2.4300000000000000E+04         1.9000000000000000E+02        -2.1991421500004758E+03                1401                  122                -1855                  454
                 407               428023         2.4360000000000000E+04         1.9000000000000000E+02        -2.1985206500004783E+03                1400                  122                -1854                  454
                 408               429136         2.4420000000000000E+04         1.9000000000000000E+02        -2.1996903000004891E+03                1401                  122                -1855                  454
                 409               430281         2.4480000000000000E+04         1.9000000000000000E+02        -2.1982131000004847E+03                1400                  121                -1855                  455
                 410               431428         2.4540000000000000E+04         1.9000000000000000E+02        -2.1987129000004761E+03                1400                  121                -1855                  455
                 411               432591         2.4600000000000000E+04         1.9000000000000000E+02        -2.1986904500004753E+03                1400                  121                -1855                  455
                 412               433684         2.4660000000000000E+04         1.9000000000000000E+02        -2.1981838000004827E+03                1399                  121                -1854                  455
                 413               434838         2.4720000000000000E+04         1.9000000000000000E+02        -2.1987613000004758E+03                1400                  121                -1855                  455
                 414               436028         2.4780000000000000E+04         1.9000000000000000E+02        -2.1988273000004801E+03                1400                  121                -1855                  455
                 415               437165         2.4840000000000000E+04         1.9000000000000000E+02        -2.1988779500004798E+03                1400                  121                -1855                  455
                 416               438220         2.4900000000000000E+04         1.9000000000000000E+02        -2.2007244000004957E+03                1403                  119                -1860                  457
                 417               439332         2.4960000000000000E+04         1.9000000000000000E+02        -2.2000170500004915E+03                1402                  119                -1859                  457
                 418               440440         2.5020000000000000E+04         1.9000000000000000E+02        -2.2008236000004886E+03                1403                  119                -1860                  457
                 419               441626         2.5080000000000000E+04         1.9000000000000000E+02        -2.2008477000004887E+03                1403                  119                -1860                  457
                 420               442746         2.5140000000000000E+04         1.9000000000000000E+02        -2.2011495500004926E+03                1403                  119                -1860                  457
                 421               443885         2.5200000000000000E+04         1.9000000000000000E+02        -2.2018130500004836E+03                1404                  119                -1861                  457
                 422               445035         2.5260000000000000E+04         1.9000000000000000E+02        -2.2004031000004798E+03                1403                  118                -1861                  458
                 423               446210         2.5320000000000000E+04         1.9000000000000000E+02        -2.2016831000004836E+03                1404                  118                -1862                  458
                 424               447409         2.5380000000000000E+04         1.9000000000000000E+02        -2.2017868000004910E+03                1404                  118                -1862                  458
                 425               448512         2.5440000000000000E+04         1.9000000000000000E+02        -2.2026124500004848E+03                1405                  118                -1863                  458
                 426               449579         2.5500000000000000E+04         1.9000000000000000E+02        -2.2025197500004920E+03                1405                  118                -1863                  458
